Year,Department,Job Code,Wages,Overtime,Fixed Benefits,Variable Benefits,Total,ObjectId
19,Parks & Community Services,GNG207 - Volunteer Prog Coord,68129.66,,11600.97,13886.12,93616.75,7182
18,Community Development,GNG213 - Chief Economic Dvlpmnt Officer,100750.33,,11580.84,20422.87,132754.04,7183
20,Parks & Community Services,GNG207 - Volunteer Prog Coord,91958.64,,11884.23,18772.43,122615.3,7184
18,Community Development,GNG213 - Chief Economic Dvlpmnt Officer,28039.05,,4510.7,6691.4,39241.15,7185
21,Parks & Community Services,GNG207 - Volunteer Prog Coord,7732.2,,1310.26,1591.49,10633.95,7186
19,Community Development,GNG213 - Chief Economic Dvlpmnt Officer,25072.52,,3275.06,5206.28,33553.86,7187
17,Parks & Community Services,GNG207 - Volunteer Prog Coord,14393.1,,3546.42,3530.58,21470.1,7188
17,City Manager,GNG214 - Communications Manager,79666.8,,14432.82,16102.26,110201.88,7189
18,Parks & Community Services,GNG207 - Volunteer Prog Coord,88493.17,,15446.77,17644.98,121584.92,7190
18,City Manager,GNG214 - Communications Manager,60472.29,,9126.08,12560.96,82159.33,7191
19,Parks & Community Services,GNG207 - Volunteer Prog Coord,91352.88,,15468.53,18495.47,125316.88,7192
19,City Manager,GNG214 - Communications Manager,32500.03,,5164.27,6835.84,44500.14,7193
20,City Manager,GNG214 - Communications Manager,105991.42,,11884.23,22334.83,140210.48,7194
21,City Manager,GNG214 - Communications Manager,9113.24,,1310.26,1931.43,12354.93,7195
20,Parks & Community Services,GNG207 - Volunteer Prog Coord,92738.64,,11884.23,18746.02,123368.89,7196
21,Parks & Community Services,GNG207 - Volunteer Prog Coord,7797.2,,1310.26,1588.58,10696.04,7197
14,City Manager,GNG207 - Volunteer Prog Coord,0,,709.55,0,709.55,7198
16,Parks & Community Services,GNG207 - Volunteer Prog Coord,11445.98,,3142.29,2210.6,16798.87,7199
17,Parks & Community Services,GNG207 - Volunteer Prog Coord,41776.7,,10160.64,8269.42,60206.76,7200
18,Information Technology,ING208 - Info Tech Mgr,146179.44,,15450.22,28958.66,190588.32,7201
20,Information Technology,ING226 - IT Systems Analyst 3,16353.6,,1975.74,3406.75,21736.09,7202
16,Information Technology,ING226 - IT Systems Analyst 3,48548.25,,7249.59,8275.87,64073.71,7203
20,Human Resources,"HNM201 - Asst Dir, Human Resources",152048.56,,12542.81,32305.74,196897.11,7204
19,Information Technology,ING208 - Info Tech Mgr,149848.4,,15472.08,30131.21,195451.69,7205
18,Information Technology,ING221 - IT Application Developer 3,124151.76,,15449,25638.64,165239.4,7206
14,Human Resources,HNG206 - Sr HR Analyst,71406.98,,17073.33,12186.92,100667.23,7207
17,Information Technology,ING226 - IT Systems Analyst 3,91873.22,,15158.58,18435.23,125467.03,7208
16,Utilities,ING211 - Systems Analyst,26812.5,,7169.84,5081.24,39063.58,7209
21,Human Resources,"HNM201 - Asst Dir, Human Resources",12700.68,,1310.26,2677.72,16688.66,7210
20,Information Technology,ING208 - Info Tech Mgr,152124.56,,11884.23,30875.11,194883.9,7211
19,Information Technology,ING221 - IT Application Developer 3,128174.16,,15470.82,26691.7,170336.68,7212
15,Human Resources,HNG206 - Sr HR Analyst,76194.15,,18140.15,13749.53,108083.83,7213
18,Information Technology,ING226 - IT Systems Analyst 3,111793.22,,16032.27,23924.12,151749.61,7214
17,Utilities,ING211 - Systems Analyst,30114.29,,6531.84,5545.34,42191.47,7215
14,Human Resources,HPG501 - HR Asst - PBP,21325,,,4223.17,25548.17,7216
21,Information Technology,ING208 - Info Tech Mgr,12748.68,,1310.26,2673.92,16732.86,7217
20,Information Technology,ING221 - IT Application Developer 3,130735.2,,12542.81,28629.45,171907.46,7218
16,Human Resources,HNG206 - Sr HR Analyst,80790.72,,19252.49,15292.85,115336.06,7219
19,Information Technology,ING226 - IT Systems Analyst 3,121186.08,,15470.4,25340.51,161996.99,7220
17,Utilities,ING211 - Systems Analyst,25159.09,,5723.7,5238.68,36121.47,7221
15,Human Resources,HPG501 - HR Asst - PBP,26417.76,,,5393.79,31811.55,7222
14,Information Technology,ING209 - Info Tech Supv,122251.92,,17073.33,20416.41,159741.66,7223
21,Information Technology,ING221 - IT Application Developer 3,10942.2,,1310.26,2316.94,14569.4,7224
17,Human Resources,HNG206 - Sr HR Analyst,87357.06,,17335.86,17527.95,122220.87,7225
20,Information Technology,ING226 - IT Systems Analyst 3,123856.08,,11884.23,26014.92,161755.23,7226
18,Utilities,ING211 - Systems Analyst,84434.91,,15446.7,17516.91,117398.52,7227
16,Human Resources,HPG501 - HR Asst - PBP,27788.51,,,5903.5,33692.01,7228
15,Information Technology,ING209 - Info Tech Supv,124451.44,,18140.15,21822.41,164414,7229
14,Information Technology,ING221 - IT Application Developer 3,23333.37,,4301.43,3943.01,31577.81,7230
18,Human Resources,HNG206 - Sr HR Analyst,93503.19,,15447.47,19399.16,128349.82,7231
21,Information Technology,ING226 - IT Systems Analyst 3,10414.24,,1310.26,2200.82,13925.32,7232
19,Utilities,ING211 - Systems Analyst,90508.32,,15468.52,18918.62,124895.46,7233
17,Human Resources,HPG501 - HR Asst - PBP,4922.02,,,975.78,5897.8,7234
16,Information Technology,ING209 - Info Tech Supv,5234.78,,805.51,982.98,7023.27,7235
15,Information Technology,ING221 - IT Application Developer 3,113299.94,,18140.15,20283.8,151723.89,7236
19,Human Resources,HNG206 - Sr HR Analyst,102077.36,,15469.16,21237.85,138784.37,7237
17,Information Technology,ING226 - IT Systems Analyst 3,9750,,2094.9,2013.16,13858.06,7238
20,Utilities,ING211 - Systems Analyst,96487.92,,11884.23,20339.99,128712.14,7239
14,Information Technology,IMG301 - Data Analyst - PBM,16078.5,,,1670.67,17749.17,7240
20,Information Technology,ING209 - Info Tech Supv,118557.57,,9908.49,24724.9,153190.96,7241
16,Information Technology,ING221 - IT Application Developer 3,67255,,10471.63,12242.48,89969.11,7242
20,Human Resources,HNG206 - Sr HR Analyst,107990.24,,11884.23,22580.48,142454.95,7243
18,Information Technology,ING226 - IT Systems Analyst 3,102496.75,,15448.25,21193.04,139138.04,7244
19,Information Technology,ING226 - IT Systems Analyst 3,110924.8,,15469.75,23201.79,149596.34,7245
20,Information Technology,ING226 - IT Systems Analyst 3,117986.64,,11884.23,24786.19,154657.06,7246
21,Information Technology,ING226 - IT Systems Analyst 3,10414.24,,1310.26,2198.31,13922.81,7247
19,Information Technology,ING226 - IT Systems Analyst 3,5250,,708.05,1005.47,6963.52,7248
20,Information Technology,ING226 - IT Systems Analyst 3,106916.16,,12542.81,23512.03,142971,7249
21,Information Technology,ING226 - IT Systems Analyst 3,10836.41,,1310.26,2289.24,14435.91,7250
14,Information Technology,ING227 - IT Systems Analyst 2,1363.68,,245.63,228.92,1838.23,7251
16,Information Technology,ING227 - IT Systems Analyst 2,94317.21,,18446.98,17784.09,130548.28,7252
17,Information Technology,ING227 - IT Systems Analyst 2,99827.2,,17335.86,19865.96,137029.02,7253
18,Information Technology,ING227 - IT Systems Analyst 2,101803.68,,15447.63,21026.65,138277.96,7254
19,Information Technology,ING227 - IT Systems Analyst 2,105102.24,,15469.41,21968.3,142539.95,7255
20,Information Technology,ING227 - IT Systems Analyst 2,106960.24,,11884.23,22477.5,141321.97,7256
21,Information Technology,ING227 - IT Systems Analyst 2,8972.56,,1310.26,1894.53,12177.35,7257
14,Information Technology,ING227 - IT Systems Analyst 2,400,,775.05,786.65,1961.7,7258
16,Information Technology,ING227 - IT Systems Analyst 2,93317.21,,18446.98,17654.39,129418.58,7259
17,Information Technology,ING227 - IT Systems Analyst 2,99127.2,,17335.86,19786.59,136249.65,7260
18,Information Technology,ING227 - IT Systems Analyst 2,100012.7,,15447.63,20703.4,136163.73,7261
19,Information Technology,ING227 - IT Systems Analyst 2,105302.24,,15469.41,21944.75,142716.4,7262
20,Information Technology,ING227 - IT Systems Analyst 2,106710.24,,12542.81,23371.25,142624.3,7263
21,Information Technology,ING227 - IT Systems Analyst 2,8972.56,,1310.26,1894.66,12177.48,7264
14,Information Technology,ING227 - IT Systems Analyst 2,95568,,17073.33,16017.29,128658.62,7265
15,Information Technology,ING227 - IT Systems Analyst 2,97240,,18140.15,17294.53,132674.68,7266
16,Information Technology,ING227 - IT Systems Analyst 2,4089.77,,805.51,767.17,5662.45,7267
14,Information Technology,ING227 - IT Systems Analyst 2,86669,,15664.63,14717.62,117051.25,7268
14,Information Technology,ING227 - IT Systems Analyst 2,95268,,17073.33,15992.3,128333.63,7269
15,Information Technology,ING227 - IT Systems Analyst 2,97020,,18140.15,17323.37,132483.52,7270
16,Information Technology,ING227 - IT Systems Analyst 2,83200.38,,14499.18,14575.43,112274.99,7271
18,Human Resources,ING227 - IT Systems Analyst 2,250,,50.02,71.8,371.82,7272
14,Information Technology,ING227 - IT Systems Analyst 2,82548.62,,17073.33,13984.59,113606.54,7273
15,Information Technology,ING227 - IT Systems Analyst 2,88392.31,,18140.15,15867.11,122399.57,7274
16,Information Technology,ING227 - IT Systems Analyst 2,93348.06,,19252.49,17673.43,130273.98,7275
17,Information Technology,ING227 - IT Systems Analyst 2,98758.46,,17335.86,19754.73,135849.05,7276
18,Information Technology,ING227 - IT Systems Analyst 2,97811.86,,14797.74,20252.59,132862.19,7277
15,Information Technology,ING227 - IT Systems Analyst 2,88483.03,,18140.15,15888.89,122512.07,7278
16,Information Technology,ING227 - IT Systems Analyst 2,16078.31,,3222.04,2885.33,22185.68,7279
15,Information Technology,ING227 - IT Systems Analyst 2,80625,,16632.79,14535.65,111793.44,7280
16,Information Technology,ING227 - IT Systems Analyst 2,95056.83,,19252.49,17975.52,132284.84,7281
17,Information Technology,ING227 - IT Systems Analyst 2,12144.18,,2177.28,2341.42,16662.88,7282
15,Information Technology,ING227 - IT Systems Analyst 2,42468.75,,9797.84,7563.91,59830.5,7283
16,Information Technology,ING227 - IT Systems Analyst 2,84969.77,,19252.49,16062.75,120285.01,7284
17,Information Technology,ING227 - IT Systems Analyst 2,90856.56,,17335.86,18110.42,126302.84,7285
18,Information Technology,ING221 - IT Application Developer 3,44166.67,,5798.05,9170.39,59135.11,7286
19,Information Technology,ING221 - IT Application Developer 3,121350.02,,15470.56,25350.98,162171.56,7287
20,Information Technology,ING221 - IT Application Developer 3,99345.14,,11884.23,20936.85,132166.22,7288
21,Information Technology,ING221 - IT Application Developer 3,10942.2,,1310.26,2302.72,14555.18,7289
19,Information Technology,ING221 - IT Application Developer 3,40367.52,,5164.27,8442.99,53974.78,7290
18,Transportation,IMG301 - Data Analyst - PBM,14282.88,,3.9,1221.36,15508.14,7291
20,Information Technology,ING221 - IT Application Developer 3,122208,,11884.23,25531.63,159623.86,7292
21,Information Technology,ING221 - IT Application Developer 3,10762.94,,1965.39,3380.02,16108.35,7293
21,Utilities,ING211 - Systems Analyst,8518.68,,1310.26,1805.31,11634.25,7294
21,Human Resources,HNG206 - Sr HR Analyst,9037.56,,1310.26,1902.67,12250.49,7295
19,Transportation,IMG301 - Data Analyst - PBM,15604.68,,,1357.03,16961.71,7296
21,Information Technology,ING209 - Info Tech Supv,11564.74,,1310.26,2426.32,15301.32,7297
14,Information Technology,ING222 - IT Application Developer 2,99519.6,,17073.33,16781.81,133374.74,7298
19,Utilities,ING211 - Systems Analyst,46125,,8382.62,9691.56,64199.18,7299
18,Transportation,HNG206 - Sr HR Analyst,125,,49.43,87.93,262.36,7300
14,Information Technology,INE101 - Chief Info Offcr,190041.18,,17073.33,26234.44,233348.95,7301
20,Information Technology,ING209 - Info Tech Supv,138718.08,,11884.23,28888.42,179490.73,7302
15,Information Technology,ING222 - IT Application Developer 2,102337.12,,18140.15,18280.36,138757.63,7303
20,Utilities,ING211 - Systems Analyst,93661.44,,11884.23,19750.42,125296.09,7304
15,Human Resources,HNG206 - Sr HR Analyst,57800,,12864.39,10598.52,81262.91,7305
15,Information Technology,INE101 - Chief Info Offcr,194999.47,,18140.15,28741.72,241881.34,7306
21,Information Technology,ING209 - Info Tech Supv,11547.74,,1310.26,2421.73,15279.73,7307
16,Information Technology,ING222 - IT Application Developer 2,103090.32,,19252.49,19424.45,141767.26,7308
21,Utilities,ING211 - Systems Analyst,8269.14,,1310.26,1749.96,11329.36,7309
16,Human Resources,HNG206 - Sr HR Analyst,85304.73,,19252.49,16145.73,120702.95,7310
16,Information Technology,INE101 - Chief Info Offcr,133055.76,,9666.12,18854.96,161576.84,7311
20,Information Technology,ING209 - Info Tech Supv,129189.15,,11225.65,27100.44,167515.24,7312
17,Information Technology,ING222 - IT Application Developer 2,104182.32,,17335.86,20814.4,142332.58,7313
14,Information Technology,ING212 - Web Developer,109062.88,,16172.76,18446.88,143682.52,7314
15,Information Technology,ING212 - Web Developer,118406.08,,18140.15,21015.65,157561.88,7315
16,Information Technology,ING212 - Web Developer,4980.42,,805.51,935.55,6721.48,7316
16,Information Technology,ING219 - IT Application Developer 4B,111471.48,,16835.96,20943.82,149251.26,7317
17,Information Technology,ING219 - IT Application Developer 4B,16950.66,,2177.28,3231.34,22359.28,7318
17,Information Technology,ING219 - IT Application Developer 4B,42119.11,,6449.46,8667.8,57236.37,7319
18,Information Technology,ING219 - IT Application Developer 4B,119665.16,,15448.99,24575.94,159690.09,7320
19,Information Technology,ING219 - IT Application Developer 4B,28227.5,,3345.15,5853.07,37425.72,7321
19,Information Technology,ING219 - IT Application Developer 4B,48666.92,,5807.94,10144.36,64619.22,7322
20,Information Technology,ING219 - IT Application Developer 4B,76376.12,,7902.96,15073.36,99352.44,7323
14,Information Technology,ING220 - IT Application Developer 4A,123251.92,,17073.33,20258.83,160584.08,7324
15,Information Technology,ING220 - IT Application Developer 4A,86605.35,,12058.88,14509.51,113173.74,7325
14,Information Technology,ING221 - IT Application Developer 3,7302.2,,1599.21,1823.38,10724.79,7326
16,Information Technology,ING221 - IT Application Developer 3,114799.66,,18446.98,21481.15,154727.79,7327
17,Information Technology,ING221 - IT Application Developer 3,122367.76,,17335.86,24140.89,163844.51,7328
18,Information Technology,ING221 - IT Application Developer 3,118226.96,,15449,24195.27,157871.23,7329
14,Information Technology,ING221 - IT Application Developer 3,1789.56,,262,297.7,2349.26,7330
14,Information Technology,ING221 - IT Application Developer 3,116053.2,,17073.33,19566.29,152692.82,7331
15,Information Technology,ING221 - IT Application Developer 3,117836.08,,18140.15,21048.19,157024.42,7332
16,Information Technology,ING221 - IT Application Developer 3,120250.08,,19252.49,22561.9,162064.47,7333
17,Information Technology,ING221 - IT Application Developer 3,122387.76,,17335.86,24314.83,164038.45,7334
18,Information Technology,ING221 - IT Application Developer 3,124951.76,,15449,25751.2,166151.96,7335
19,Information Technology,ING221 - IT Application Developer 3,67849.77,,8375.54,14601,90826.31,7336
14,Information Technology,ING221 - IT Application Developer 3,102733.91,,17073.33,17348.94,137156.18,7337
15,Information Technology,ING221 - IT Application Developer 3,109788.13,,18140.15,19627.76,147556.04,7338
16,Information Technology,ING221 - IT Application Developer 3,115539.36,,19252.49,21808.12,156599.97,7339
17,Information Technology,ING221 - IT Application Developer 3,121687.76,,17335.86,24178.17,163201.79,7340
18,Information Technology,ING221 - IT Application Developer 3,124951.76,,15449,25779.76,166180.52,7341
19,Information Technology,ING221 - IT Application Developer 3,128174.16,,15470.82,26726.67,170371.65,7342
20,Information Technology,ING221 - IT Application Developer 3,131235.2,,11884.23,27213.13,170332.56,7343
21,Information Technology,ING221 - IT Application Developer 3,10942.2,,1310.26,2310.2,14562.66,7344
14,Information Technology,ING221 - IT Application Developer 3,103933.09,,17073.33,17556.02,138562.44,7345
15,Information Technology,ING221 - IT Application Developer 3,110719.82,,18140.15,19797.9,148657.87,7346
16,Information Technology,ING221 - IT Application Developer 3,116989.31,,19252.49,22075.04,158316.84,7347
17,Information Technology,ING221 - IT Application Developer 3,121287.76,,17335.86,24119.59,162743.21,7348
18,Information Technology,ING221 - IT Application Developer 3,44409.35,,5147.04,8720.29,58276.68,7349
14,Information Technology,ING221 - IT Application Developer 3,104870.54,,17073.33,17737.41,139681.28,7350
15,Information Technology,ING221 - IT Application Developer 3,112381.82,,18140.15,20106.41,150628.38,7351
16,Information Technology,ING221 - IT Application Developer 3,119005.68,,19252.49,22442.84,160701.01,7352
17,Information Technology,ING221 - IT Application Developer 3,121887.76,,17335.86,24277.84,163501.46,7353
16,Information Technology,INE101 - Chief Info Offcr,78545.76,,9586.37,12562.72,100694.85,7354
18,Information Technology,ING222 - IT Application Developer 2,107645.36,,15447.95,22269.09,145362.4,7355
19,Information Technology,ING222 - IT Application Developer 2,111661.92,,15469.74,23356.55,150488.21,7356
20,Information Technology,ING222 - IT Application Developer 2,118004.71,,11884.23,23776.78,153665.72,7357
17,Human Resources,HNG206 - Sr HR Analyst,89779.2,,17335.86,17903.81,125018.87,7358
21,Information Technology,ING222 - IT Application Developer 2,9430.12,,1310.26,1992.09,12732.47,7359
14,Information Technology,ING222 - IT Application Developer 2,859.94,,147.38,144.82,1152.14,7360
15,Information Technology,ING222 - IT Application Developer 2,21571.13,,4580.16,3618.56,29769.85,7361
16,Information Technology,ING222 - IT Application Developer 2,36103.42,,7975.35,6840.12,50918.89,7362
17,Information Technology,ING222 - IT Application Developer 2,93213.06,,17335.86,18669.88,129218.8,7363
18,Information Technology,ING222 - IT Application Developer 2,64587.04,,10294.08,13373.52,88254.64,7364
14,Information Technology,ING223 - IT Application Developer 1,51590.13,,13525.58,8740.57,73856.28,7365
15,Information Technology,ING223 - IT Application Developer 1,27450.92,,6783.12,4640.81,38874.85,7366
14,Information Technology,ING225 - IT Systems Analyst 4A,117823.2,,17073.33,19704.07,154600.6,7367
15,Information Technology,ING225 - IT Systems Analyst 4A,89314.56,,13566.24,15519.71,118400.51,7368
16,Information Technology,ING225 - IT Systems Analyst 4A,82004.67,,14499.18,15251.82,111755.67,7369
16,Information Technology,ING225 - IT Systems Analyst 4A,103361.14,,19252.49,19423.53,142037.16,7370
17,Information Technology,ING225 - IT Systems Analyst 4A,113014.56,,17335.86,22379.07,152729.49,7371
18,Information Technology,ING225 - IT Systems Analyst 4A,121808.14,,15448.81,24995.31,162252.26,7372
19,Information Technology,ING225 - IT Systems Analyst 4A,5157.56,,651.19,964.08,6772.83,7373
18,Information Technology,ING225 - IT Systems Analyst 4A,36000,,5153.93,7470.53,48624.46,7374
19,Information Technology,ING225 - IT Systems Analyst 4A,115022.16,,14799.5,23466.19,153287.85,7375
20,Information Technology,ING225 - IT Systems Analyst 4A,121941.84,,12542.81,26606.4,161091.05,7376
21,Information Technology,ING225 - IT Systems Analyst 4A,10712.96,,1310.26,2262.56,14285.78,7377
19,Finance & Asset Management,ING225 - IT Systems Analyst 4A,4042.4,,1189.98,1631.78,6864.16,7378
17,Information Technology,ING225 - IT Systems Analyst 4A,50053,,7900.98,10338.25,68292.23,7379
18,Information Technology,ING225 - IT Systems Analyst 4A,109772.73,,14797.74,22539.78,147110.25,7380
19,Information Technology,ING225 - IT Systems Analyst 4A,103436.81,,12125.8,21504.64,137067.25,7381
14,Information Technology,ING226 - IT Systems Analyst 3,1574.32,,791.42,1028.05,3393.79,7382
15,Information Technology,ING226 - IT Systems Analyst 3,1532.5,,753.68,1043.62,3329.8,7383
16,Information Technology,ING226 - IT Systems Analyst 3,110058.87,,18446.98,20624.91,149130.76,7384
17,Information Technology,ING226 - IT Systems Analyst 3,115834.8,,17335.86,22912.58,156083.24,7385
18,Information Technology,ING226 - IT Systems Analyst 3,120441.36,,15448.63,24686.47,160576.46,7386
19,Information Technology,ING226 - IT Systems Analyst 3,126794.74,,15470.45,26332.13,168597.32,7387
21,Information Technology,ING209 - Info Tech Supv,11326.44,,1310.26,2389.82,15026.52,7388
17,Information Technology,INE101 - Chief Info Offcr,170568.24,,17335.86,30515.06,218419.16,7389
18,Information Technology,INE101 - Chief Info Offcr,181817.78,,15512.54,33609.51,230939.83,7390
19,Information Technology,INE101 - Chief Info Offcr,198007.33,,16128.94,38164.48,252300.75,7391
20,Information Technology,INE101 - Chief Info Offcr,200759.76,,11884.23,37381.5,250025.49,7392
21,Information Technology,INE101 - Chief Info Offcr,16703.38,,1310.26,3495.34,21508.98,7393
14,Development Services,ING201 - Business Process Analyst,85731.76,,17073.33,14481.54,117286.63,7394
15,Development Services,ING201 - Business Process Analyst,18193.15,,3768.4,3076.01,25037.56,7395
14,Utilities,ING201 - Business Process Analyst,64555.8,,14235.13,10950.54,89741.47,7396
15,Utilities,ING201 - Business Process Analyst,81634.01,,18140.15,14649.65,114423.81,7397
16,Utilities,ING201 - Business Process Analyst,85740.04,,19252.49,16228.18,121220.71,7398
17,Utilities,ING201 - Business Process Analyst,89807.11,,17335.86,17977.7,125120.67,7399
18,Utilities,ING201 - Business Process Analyst,90282.3,,15447.05,18758.52,124487.87,7400
19,Utilities,ING201 - Business Process Analyst,95190.72,,15468.81,19990.51,130650.04,7401
20,Utilities,ING201 - Business Process Analyst,96647.04,,11884.23,20395.25,128926.52,7402
21,Utilities,ING201 - Business Process Analyst,8126.4,,1310.26,1728.84,11165.5,7403
14,Finance & Asset Management,ING201 - Business Process Analyst,12712.04,,2128.65,1399.54,16240.23,7404
14,Fire,ING201 - Business Process Analyst,2444.24,,1536.44,1455.59,5436.27,7405
15,Fire,ING201 - Business Process Analyst,5357.74,,1991.75,2085.87,9435.36,7406
16,Fire,ING201 - Business Process Analyst,312.03,,145.61,138.47,596.11,7407
14,Human Resources,ING201 - Business Process Analyst,86625.76,,17073.33,14521.56,118220.65,7408
15,Human Resources,ING201 - Business Process Analyst,88141.12,,18140.15,15653.93,121935.2,7409
16,Human Resources,ING201 - Business Process Analyst,88749.84,,19252.49,16683.76,124686.09,7410
17,Human Resources,ING201 - Business Process Analyst,90337.2,,17335.86,17982.67,125655.73,7411
18,Human Resources,ING201 - Business Process Analyst,92761.2,,15447.05,19108.31,127316.56,7412
19,Human Resources,ING201 - Business Process Analyst,95948.72,,15468.81,19990.55,131408.08,7413
20,Human Resources,ING201 - Business Process Analyst,97731.04,,11884.23,20431.32,130046.59,7414
21,Human Resources,ING201 - Business Process Analyst,8195.9,,1310.26,1728.22,11234.38,7415
14,Parks & Community Services,ING201 - Business Process Analyst,85731.76,,17073.33,14468.48,117273.57,7416
15,Parks & Community Services,ING201 - Business Process Analyst,87327.12,,18140.15,15603.25,121070.52,7417
16,Parks & Community Services,ING201 - Business Process Analyst,88191.84,,19252.49,16637.86,124082.19,7418
17,Parks & Community Services,ING201 - Business Process Analyst,89779.2,,17335.86,17928,125043.06,7419
18,Parks & Community Services,ING201 - Business Process Analyst,92203.2,,15506.42,19140.53,126850.15,7420
19,Parks & Community Services,ING201 - Business Process Analyst,95340.72,,16118.12,20641.52,132100.36,7421
20,Parks & Community Services,ING201 - Business Process Analyst,97579.54,,12542.81,21211.27,131333.62,7422
21,Parks & Community Services,ING201 - Business Process Analyst,8191.4,,1310.26,1716.45,11218.11,7423
14,Finance & Asset Management,ING201 - Business Process Analyst,59999.16,,14235.13,10115.61,84349.9,7424
15,Finance & Asset Management,ING201 - Business Process Analyst,51198.15,,12058.88,8805.4,72062.43,7425
14,Information Technology,ING210 - Ntwrk Suppt Tech,87902.22,,16745.83,14865.43,119513.48,7426
18,Human Resources,HNG206 - Sr HR Analyst,97063.36,,15447.69,20119.22,132630.27,7427
19,Human Resources,HNG206 - Sr HR Analyst,104947.68,,15469.4,21977.35,142394.43,7428
20,Human Resources,HNG206 - Sr HR Analyst,106710.24,,11884.23,22460.91,141055.38,7429
21,Human Resources,HNG206 - Sr HR Analyst,8972.56,,1310.26,1884.76,12167.58,7430
14,City Manager,HNG208 - Org Devlpmnt Consultant,138389.25,,17073.33,21500.42,176963,7431
15,City Manager,HNG208 - Org Devlpmnt Consultant,401.59,,753.68,30.72,1185.99,7432
14,Human Resources,HNG210 - HR Manager,85955.44,,16925.95,14461.94,117343.33,7433
15,Human Resources,HNG210 - HR Manager,88201.12,,18140.15,15698.05,122039.32,7434
16,Human Resources,HNG210 - HR Manager,3709.41,,805.51,695.94,5210.86,7435
14,Human Resources,HNG210 - HR Manager,25544.27,,4301.43,4271,34116.7,7436
15,Human Resources,HNG210 - HR Manager,118406.08,,18140.15,21022.73,157568.96,7437
16,Human Resources,HNG210 - HR Manager,119530.08,,19252.49,22401.95,161184.52,7438
17,Human Resources,HNG210 - HR Manager,50208,,6531.84,8644.89,65384.73,7439
18,Human Resources,HNG210 - HR Manager,37911.24,,5649.78,8017.35,51578.37,7440
19,Human Resources,HNG210 - HR Manager,102088.37,,13070.47,20258.76,135417.6,7441
20,Human Resources,HNG210 - HR Manager,118174.58,,12542.81,25584.09,156301.48,7442
21,Human Resources,HNG210 - HR Manager,10338.32,,1310.26,2169.9,13818.48,7443
18,Human Resources,HNG210 - HR Manager,26472.42,,3216.9,4424.13,34113.45,7444
19,Fire,HNG210 - HR Manager,750,,49.47,340.67,1140.14,7445
20,Fire,HNG210 - HR Manager,200,,0.6,162.51,363.11,7446
18,Human Resources,HNG210 - HR Manager,67147.77,,9074.79,14012.65,90235.21,7447
19,Human Resources,HNG210 - HR Manager,123438.85,,16121.68,27030.65,166591.18,7448
20,Human Resources,HNG210 - HR Manager,131167.7,,11884.23,27561.6,170613.53,7449
21,Human Resources,HNG210 - HR Manager,11007.2,,1310.26,2311.79,14629.25,7450
19,Human Resources,HNG501 - HR Asst,27915.38,,7080.37,5758.21,40753.96,7451
14,Human Resources,HNG502 - Benefits Specialist,54545.28,289.06,17073.33,9238.99,81146.66,7452
15,Human Resources,HNG502 - Benefits Specialist,55440.15,,18140.15,9890.27,83470.57,7453
16,Human Resources,HNG502 - Benefits Specialist,55668.92,,19252.49,10494.82,85416.23,7454
17,Human Resources,HNG502 - Benefits Specialist,56362.56,,17335.86,11302.83,85001.25,7455
18,Human Resources,HNG502 - Benefits Specialist,28859.21,,7881.39,6169.37,42909.97,7456
17,Human Resources,"HNM201 - Asst Dir, Human Resources",55660.52,,9352.5,11368.05,76381.07,7457
18,Human Resources,"HNM201 - Asst Dir, Human Resources",46353.4,,6433.8,9162.78,61949.98,7458
14,Human Resources,"HNM201 - Asst Dir, Human Resources",134005.47,,17073.33,21508.48,172587.28,7459
15,Human Resources,"HNM201 - Asst Dir, Human Resources",137302.72,,18140.15,23334.76,178777.63,7460
16,Human Resources,"HNM201 - Asst Dir, Human Resources",139762.52,,19252.49,25029.77,184044.78,7461
17,Human Resources,"HNM201 - Asst Dir, Human Resources",58789.6,,7257.6,11193.88,77241.08,7462
18,Human Resources,"HNM201 - Asst Dir, Human Resources",88813.57,,9660.17,18361.22,116834.96,7463
19,Human Resources,"HNM201 - Asst Dir, Human Resources",148772.4,,15472.08,29969.53,194214.01,7464
15,Information Technology,ING210 - Ntwrk Suppt Tech,91760.16,,18140.15,16367.88,126268.19,7465
16,Information Technology,ING210 - Ntwrk Suppt Tech,3861.19,,805.51,728.26,5394.96,7466
14,Information Technology,ING210 - Ntwrk Suppt Tech,73368.89,2232.81,15477.69,12848.14,103927.53,7467
15,Information Technology,ING210 - Ntwrk Suppt Tech,83090.88,3355.65,18140.15,15421.12,120007.8,7468
16,Information Technology,ING210 - Ntwrk Suppt Tech,3496.4,,805.51,661.57,4963.48,7469
20,Fire,ING211 - Systems Analyst,14233.13,,671.75,1133.76,16038.64,7470
21,Fire,ING211 - Systems Analyst,7364.74,,1310.26,622.17,9297.17,7471
14,Information Technology,ING211 - Systems Analyst,93184.32,,16827.7,15691.42,125703.44,7472
15,Information Technology,ING211 - Systems Analyst,96420,,18140.15,17227.06,131787.21,7473
16,Information Technology,ING211 - Systems Analyst,4057.27,,805.51,767.8,5630.58,7474
14,Information Technology,ING211 - Systems Analyst,94548,,17073.33,16058.07,127679.4,7475
15,Information Technology,ING211 - Systems Analyst,96420,,18140.15,17268.34,131828.49,7476
