Year,Department,Job Code,Wages,Overtime,Fixed Benefits,Variable Benefits,Total,ObjectId
19,Finance & Asset Management,ANG208 - Program Administrator,95840.72,,15468.81,20043.57,131353.1,456
21,Utilities,ANG202 - Admin Svcs Supv,7732.2,,1310.26,1653.67,10696.13,457
14,Parks & Community Services,ANG203 - Contract Adminstr,85631.76,,17073.33,14442.31,117147.4,458
20,Finance & Asset Management,ANG208 - Program Administrator,96647.04,,11884.23,20314.58,128845.85,459
14,Transportation,ANG202 - Admin Svcs Supv,82071.6,,17073.33,13772.89,112917.82,460
15,Parks & Community Services,ANG203 - Contract Adminstr,88097.12,,18140.15,15641.8,121879.07,461
21,Finance & Asset Management,ANG208 - Program Administrator,8126.4,,1310.26,1719.64,11156.3,462
15,Transportation,ANG202 - Admin Svcs Supv,84304.88,,18140.15,14987.16,117432.19,463
16,Parks & Community Services,ANG203 - Contract Adminstr,88971.84,,19252.49,16635.45,124859.78,464
14,Utilities,ANG208 - Program Administrator,23050.31,,4966.85,3751.97,31769.13,465
16,Transportation,ANG202 - Admin Svcs Supv,84471.6,,19252.49,15861.03,119585.12,466
17,Parks & Community Services,ANG203 - Contract Adminstr,90559.2,,17335.86,17926.5,125821.56,467
16,Finance & Asset Management,ANG208 - Program Administrator,36121.2,,9666.12,6860.54,52647.86,468
17,Transportation,ANG202 - Admin Svcs Supv,85981.92,,17335.86,17093.11,120410.89,469
18,Parks & Community Services,ANG203 - Contract Adminstr,92986.2,,15507.01,19089.28,127582.49,470
19,Utilities,ANG208 - Program Administrator,3541.67,,658.58,744.23,4944.48,471
18,Transportation,ANG202 - Admin Svcs Supv,88288.32,,15446.77,18195.87,121930.96,472
19,Parks & Community Services,ANG203 - Contract Adminstr,62770.21,,8379.17,11909.61,83058.99,473
20,Utilities,ANG208 - Program Administrator,87282.9,,11884.23,18340.75,117507.88,474
19,Transportation,ANG202 - Admin Svcs Supv,91630.88,,15468.53,19104.99,126204.4,475
14,Transportation,ANG203 - Contract Adminstr,86381.76,,17073.33,14609.44,118064.53,476
21,Utilities,ANG208 - Program Administrator,7684.26,,1310.26,1621.17,10615.69,477
20,Transportation,ANG202 - Admin Svcs Supv,92716.64,,11884.23,19414.91,124015.78,478
15,Transportation,ANG203 - Contract Adminstr,40234.94,,6783.12,5944.28,52962.34,479
19,Community Development,ANG208 - Program Administrator,20013.92,,3876.93,4194.26,28085.11,480
21,Transportation,ANG202 - Admin Svcs Supv,7778.7,,1310.26,1639.77,10728.73,481
14,Parks & Community Services,ANG203 - Contract Adminstr,85631.76,,17073.33,14504.62,117209.71,482
20,Community Development,ANG208 - Program Administrator,81501.96,,11884.23,16704.5,110090.69,483
14,City Attorney,ANG202 - Admin Svcs Supv,82327.6,,17073.33,13924.87,113325.8,484
15,Parks & Community Services,ANG203 - Contract Adminstr,87327.12,,18140.15,15658.51,121125.78,485
16,Parks & Community Services,ANG203 - Contract Adminstr,88191.84,,19252.49,16678.86,124123.19,486
17,Parks & Community Services,ANG203 - Contract Adminstr,90029.2,,17335.86,17975.42,125340.48,487
18,Parks & Community Services,ANG203 - Contract Adminstr,63562.4,,8304.56,11599.52,83466.48,488
14,Parks & Community Services,ANG203 - Contract Adminstr,93593.9,,16809.87,15793.56,126197.33,489
15,Parks & Community Services,ANG203 - Contract Adminstr,97920,,18140.15,17473.88,133534.03,490
16,Parks & Community Services,ANG203 - Contract Adminstr,4057.27,,805.51,767.8,5630.58,491
14,Parks & Community Services,ANG203 - Contract Adminstr,86381.76,,17073.33,14617.9,118072.99,492
15,Parks & Community Services,ANG203 - Contract Adminstr,87477.12,,18140.15,15657.42,121274.69,493
16,Parks & Community Services,ANG203 - Contract Adminstr,88191.84,,19252.49,16673.43,124117.76,494
17,Parks & Community Services,ANG203 - Contract Adminstr,89779.2,,17335.86,17970.62,125085.68,495
18,Parks & Community Services,ANG203 - Contract Adminstr,92203.2,,15447.05,19113.26,126763.51,496
19,Parks & Community Services,ANG203 - Contract Adminstr,95190.72,,15468.81,19969.22,130628.75,497
20,Parks & Community Services,ANG203 - Contract Adminstr,96847.04,,11884.23,20411.06,129142.33,498
21,Parks & Community Services,ANG203 - Contract Adminstr,8126.4,,1310.26,1725.92,11162.58,499
19,Parks & Community Services,ANG203 - Contract Adminstr,40857.4,,7144.75,8628.27,56630.42,500
20,Parks & Community Services,ANG203 - Contract Adminstr,90693.44,,11884.23,19073.24,121650.91,501
21,Parks & Community Services,ANG203 - Contract Adminstr,7989.44,,1310.26,1689.95,10989.65,502
14,Parks & Community Services,ANG203 - Contract Adminstr,78574.52,,17073.33,13269.07,108916.92,503
15,Parks & Community Services,ANG203 - Contract Adminstr,84136.86,,18140.15,15024.88,117301.89,504
16,Parks & Community Services,ANG203 - Contract Adminstr,87768.12,,19252.49,16547.37,123567.98,505
17,Parks & Community Services,ANG203 - Contract Adminstr,63452.33,,12337.92,12177.2,87967.45,506
14,Parks & Community Services,ANG203 - Contract Adminstr,86241.76,,17073.33,14469.35,117784.44,507
15,Parks & Community Services,ANG203 - Contract Adminstr,69804.97,,14319.92,12183.64,96308.53,508
18,Parks & Community Services,ANG203 - Contract Adminstr,42850.8,,7845.84,9027.55,59724.19,509
19,Parks & Community Services,ANG203 - Contract Adminstr,91841.26,,16117.49,19941.46,127900.21,510
20,Parks & Community Services,ANG203 - Contract Adminstr,96647.04,,11884.23,20308.75,128840.02,511
21,Parks & Community Services,ANG203 - Contract Adminstr,8126.4,,1310.26,1716.17,11152.83,512
15,Parks & Community Services,ANG203 - Contract Adminstr,9217.58,,1559.19,1742.78,12519.55,513
16,Parks & Community Services,ANG203 - Contract Adminstr,82571.76,,19252.49,15473.07,117297.32,514
17,Parks & Community Services,ANG203 - Contract Adminstr,88244.37,,17335.86,17542.34,123122.57,515
18,Parks & Community Services,ANG203 - Contract Adminstr,92649.78,,15447.05,19073.92,127170.75,516
19,Parks & Community Services,ANG203 - Contract Adminstr,96631.75,,15469.1,20128.39,132229.24,517
20,Parks & Community Services,ANG203 - Contract Adminstr,98583.79,,11884.23,20613.74,131081.76,518
21,Parks & Community Services,ANG203 - Contract Adminstr,8191.4,,1310.26,1726.8,11228.46,519
17,Parks & Community Services,ANG203 - Contract Adminstr,18976.86,,4997.94,3978.4,27953.2,520
18,Parks & Community Services,ANG203 - Contract Adminstr,66820.32,,15445.49,13981.62,96247.43,521
19,Parks & Community Services,ANG203 - Contract Adminstr,71859.6,,15467.38,15191.95,102518.93,522
